gene_name,num_candidates,mean_calibrated_score,max_calibrated_score,mean_conservation_pct,top5_mean_scores
gene_wcrD,327,-0.02081432262996935,1.744322,0.9599388379204894,1.6534572
gene_glf,365,0.02046419362676134,1.7754583999999998,0.9547139403706689,1.6309477199999995
gene_ugd,406,-0.1316440392735344,1.7422485714285716,0.9987684729064039,1.6188477142857143
gene_rmlC,197,0.020235277918781703,2.1285932500000007,1.0,1.59084705
gene_wchK,158,0.03885982172995784,1.7495508333333334,0.9973628691983123,1.5853533333333334
gene_wchJ,149,-0.04460689038031322,1.8256166666666669,1.0,1.5793483333333334
gene_wcwC,208,0.057339278846153835,1.8727985714285715,1.0,1.576942857142857
gene_HG264,35,0.11477942857142856,1.93021,1.0,1.490378
gene_wciB,263,-0.05473728832589408,1.5247899999999996,0.997148288973384,1.4754552499999998
gene_wciI,198,-0.022576624719416356,1.676252,0.9964646464646464,1.4343606
gene_aliB,50,0.44871184444444445,1.6394766666666667,1.0,1.4219958888888888
gene_tnp,86,0.04007342388644051,1.929528611111112,0.8795468097793677,1.375016650793651
with_scores,23,-0.12573414402173916,1.92955078125,0.8490178921642579,1.1027922187499999
gene_wzy,273,-0.5209731747651516,0.9351237931034484,0.9100685639147178,0.8132932530516823
cps_proteins,23,-0.15851875714870073,0.5183071514114629,0.8490178921642577,0.33757331261110946
